sample_id,label,label_id,image_path,audio_path,image_raw_path
carton07,carton,1,data/fusiondata/img_jpg/carton07.jpg,data/fusiondata/audio/carton07.wav,data/fusiondata/img/carton07.heic
carton08,carton,1,data/fusiondata/img_jpg/carton08.jpg,data/fusiondata/audio/carton08.wav,data/fusiondata/img/carton08.heic
carton10,carton,1,data/fusiondata/img_jpg/carton10.jpg,data/fusiondata/audio/carton10.wav,data/fusiondata/img/carton10.heic
carton11,carton,1,data/fusiondata/img_jpg/carton11.jpg,data/fusiondata/audio/carton11.wav,data/fusiondata/img/carton11.heic
carton12,carton,1,data/fusiondata/img_jpg/carton12.jpg,data/fusiondata/audio/carton12.wav,data/fusiondata/img/carton12.heic
carton13,carton,1,data/fusiondata/img_jpg/carton13.jpg,data/fusiondata/audio/carton13.wav,data/fusiondata/img/carton13.heic
carton14,carton,1,data/fusiondata/img_jpg/carton14.jpg,data/fusiondata/audio/carton14.wav,data/fusiondata/img/carton14.heic
carton15,carton,1,data/fusiondata/img_jpg/carton15.jpg,data/fusiondata/audio/carton15.wav,data/fusiondata/img/carton15.heic
carton16,carton,1,data/fusiondata/img_jpg/carton16.jpg,data/fusiondata/audio/carton16.wav,data/fusiondata/img/carton16.heic
carton17,carton,1,data/fusiondata/img_jpg/carton17.jpg,data/fusiondata/audio/carton17.wav,data/fusiondata/img/carton17.heic
carton18,carton,1,data/fusiondata/img_jpg/carton18.jpg,data/fusiondata/audio/carton18.wav,data/fusiondata/img/carton18.heic
carton20,carton,1,data/fusiondata/img_jpg/carton20.jpg,data/fusiondata/audio/carton20.wav,data/fusiondata/img/carton20.heic
carton21,carton,1,data/fusiondata/img_jpg/carton21.jpg,data/fusiondata/audio/carton21.wav,data/fusiondata/img/carton21.heic
carton22,carton,1,data/fusiondata/img_jpg/carton22.jpg,data/fusiondata/audio/carton22.wav,data/fusiondata/img/carton22.heic
carton23,carton,1,data/fusiondata/img_jpg/carton23.jpg,data/fusiondata/audio/carton23.wav,data/fusiondata/img/carton23.heic
ceramic01,ceramic,2,data/fusiondata/img_jpg/ceramic01.jpg,data/fusiondata/audio/ceramic01.wav,data/fusiondata/img/ceramic01.heic
ceramic02,ceramic,2,data/fusiondata/img_jpg/ceramic02.jpg,data/fusiondata/audio/ceramic02.wav,data/fusiondata/img/ceramic02.heic
ceramic05,ceramic,2,data/fusiondata/img_jpg/ceramic05.jpg,data/fusiondata/audio/ceramic05.wav,data/fusiondata/img/ceramic05.heic
ceramic06,ceramic,2,data/fusiondata/img_jpg/ceramic06.jpg,data/fusiondata/audio/ceramic06.wav,data/fusiondata/img/ceramic06.heic
ceramic07,ceramic,2,data/fusiondata/img_jpg/ceramic07.jpg,data/fusiondata/audio/ceramic07.wav,data/fusiondata/img/ceramic07.heic
ceramic08,ceramic,2,data/fusiondata/img_jpg/ceramic08.jpg,data/fusiondata/audio/ceramic08.wav,data/fusiondata/img/ceramic08.heic
ceramic09,ceramic,2,data/fusiondata/img_jpg/ceramic09.jpg,data/fusiondata/audio/ceramic09.wav,data/fusiondata/img/ceramic09.heic
ceramic10,ceramic,2,data/fusiondata/img_jpg/ceramic10.jpg,data/fusiondata/audio/ceramic10.wav,data/fusiondata/img/ceramic10.heic
ceramic11,ceramic,2,data/fusiondata/img_jpg/ceramic11.jpg,data/fusiondata/audio/ceramic11.wav,data/fusiondata/img/ceramic11.heic
ceramic12,ceramic,2,data/fusiondata/img_jpg/ceramic12.jpg,data/fusiondata/audio/ceramic12.wav,data/fusiondata/img/ceramic12.heic
ceramic14,ceramic,2,data/fusiondata/img_jpg/ceramic14.jpg,data/fusiondata/audio/ceramic14.wav,data/fusiondata/img/ceramic14.heic
ceramic15,ceramic,2,data/fusiondata/img_jpg/ceramic15.jpg,data/fusiondata/audio/ceramic15.wav,data/fusiondata/img/ceramic15.heic
ceramic16,ceramic,2,data/fusiondata/img_jpg/ceramic16.jpg,data/fusiondata/audio/ceramic16.wav,data/fusiondata/img/ceramic16.heic
ceramic17,ceramic,2,data/fusiondata/img_jpg/ceramic17.jpg,data/fusiondata/audio/ceramic17.wav,data/fusiondata/img/ceramic17.heic
ceramic19,ceramic,2,data/fusiondata/img_jpg/ceramic19.jpg,data/fusiondata/audio/ceramic19.wav,data/fusiondata/img/ceramic19.heic
ceramic20,ceramic,2,data/fusiondata/img_jpg/ceramic20.jpg,data/fusiondata/audio/ceramic20.wav,data/fusiondata/img/ceramic20.heic
ceramic21,ceramic,2,data/fusiondata/img_jpg/ceramic21.jpg,data/fusiondata/audio/ceramic21.wav,data/fusiondata/img/ceramic21.heic
ceramic22,ceramic,2,data/fusiondata/img_jpg/ceramic22.jpg,data/fusiondata/audio/ceramic22.wav,data/fusiondata/img/ceramic22.heic
foam01,foam,3,data/fusiondata/img_jpg/foam01.jpg,data/fusiondata/audio/foam01.wav,data/fusiondata/img/foam01.heic
foam02,foam,3,data/fusiondata/img_jpg/foam02.jpg,data/fusiondata/audio/foam02.wav,data/fusiondata/img/foam02.heic
foam03,foam,3,data/fusiondata/img_jpg/foam03.jpg,data/fusiondata/audio/foam03.wav,data/fusiondata/img/foam03.heic
foam04,foam,3,data/fusiondata/img_jpg/foam04.jpg,data/fusiondata/audio/foam04.wav,data/fusiondata/img/foam04.heic
foam05,foam,3,data/fusiondata/img_jpg/foam05.jpg,data/fusiondata/audio/foam05.wav,data/fusiondata/img/foam05.heic
foam06,foam,3,data/fusiondata/img_jpg/foam06.jpg,data/fusiondata/audio/foam06.wav,data/fusiondata/img/foam06.heic
foam08,foam,3,data/fusiondata/img_jpg/foam08.jpg,data/fusiondata/audio/foam08.wav,data/fusiondata/img/foam08.heic
foam10,foam,3,data/fusiondata/img_jpg/foam10.jpg,data/fusiondata/audio/foam10.wav,data/fusiondata/img/foam10.heic
foam12,foam,3,data/fusiondata/img_jpg/foam12.jpg,data/fusiondata/audio/foam12.wav,data/fusiondata/img/foam12.heic
foam13,foam,3,data/fusiondata/img_jpg/foam13.jpg,data/fusiondata/audio/foam13.wav,data/fusiondata/img/foam13.heic
foam14,foam,3,data/fusiondata/img_jpg/foam14.jpg,data/fusiondata/audio/foam14.wav,data/fusiondata/img/foam14.heic
foam15,foam,3,data/fusiondata/img_jpg/foam15.jpg,data/fusiondata/audio/foam15.wav,data/fusiondata/img/foam15.heic
foam16,foam,3,data/fusiondata/img_jpg/foam16.jpg,data/fusiondata/audio/foam16.wav,data/fusiondata/img/foam16.heic
foam17,foam,3,data/fusiondata/img_jpg/foam17.jpg,data/fusiondata/audio/foam17.wav,data/fusiondata/img/foam17.heic
foam18,foam,3,data/fusiondata/img_jpg/foam18.jpg,data/fusiondata/audio/foam18.wav,data/fusiondata/img/foam18.heic
foam19,foam,3,data/fusiondata/img_jpg/foam19.jpg,data/fusiondata/audio/foam19.wav,data/fusiondata/img/foam19.heic
foam20,foam,3,data/fusiondata/img_jpg/foam20.jpg,data/fusiondata/audio/foam20.wav,data/fusiondata/img/foam20.heic
foam21,foam,3,data/fusiondata/img_jpg/foam21.jpg,data/fusiondata/audio/foam21.wav,data/fusiondata/img/foam21.heic
foam25,foam,3,data/fusiondata/img_jpg/foam25.jpg,data/fusiondata/audio/foam25.wav,data/fusiondata/img/foam25.heic
foam26,foam,3,data/fusiondata/img_jpg/foam26.jpg,data/fusiondata/audio/foam26.wav,data/fusiondata/img/foam26.heic
foam27,foam,3,data/fusiondata/img_jpg/foam27.jpg,data/fusiondata/audio/foam27.wav,data/fusiondata/img/foam27.heic
foam28,foam,3,data/fusiondata/img_jpg/foam28.jpg,data/fusiondata/audio/foam28.wav,data/fusiondata/img/foam28.heic
foam29,foam,3,data/fusiondata/img_jpg/foam29.jpg,data/fusiondata/audio/foam29.wav,data/fusiondata/img/foam29.heic
foam30,foam,3,data/fusiondata/img_jpg/foam30.jpg,data/fusiondata/audio/foam30.wav,data/fusiondata/img/foam30.heic
foam31,foam,3,data/fusiondata/img_jpg/foam31.jpg,data/fusiondata/audio/foam31.wav,data/fusiondata/img/foam31.heic
foam33,foam,3,data/fusiondata/img_jpg/foam33.jpg,data/fusiondata/audio/foam33.wav,data/fusiondata/img/foam33.heic
foam34,foam,3,data/fusiondata/img_jpg/foam34.jpg,data/fusiondata/audio/foam34.wav,data/fusiondata/img/foam34.heic
glass01,glass,4,data/fusiondata/img_jpg/glass01.jpg,data/fusiondata/audio/glass01.wav,data/fusiondata/img/glass01.heic
glass02,glass,4,data/fusiondata/img_jpg/glass02.jpg,data/fusiondata/audio/glass02.wav,data/fusiondata/img/glass02.heic
glass03,glass,4,data/fusiondata/img_jpg/glass03.jpg,data/fusiondata/audio/glass03.wav,data/fusiondata/img/glass03.heic
glass04,glass,4,data/fusiondata/img_jpg/glass04.jpg,data/fusiondata/audio/glass04.wav,data/fusiondata/img/glass04.heic
glass05,glass,4,data/fusiondata/img_jpg/glass05.jpg,data/fusiondata/audio/glass05.wav,data/fusiondata/img/glass05.heic
glass06,glass,4,data/fusiondata/img_jpg/glass06.jpg,data/fusiondata/audio/glass06.wav,data/fusiondata/img/glass06.heic
glass08,glass,4,data/fusiondata/img_jpg/glass08.jpg,data/fusiondata/audio/glass08.wav,data/fusiondata/img/glass08.heic
glass09,glass,4,data/fusiondata/img_jpg/glass09.jpg,data/fusiondata/audio/glass09.wav,data/fusiondata/img/glass09.heic
glass10,glass,4,data/fusiondata/img_jpg/glass10.jpg,data/fusiondata/audio/glass10.wav,data/fusiondata/img/glass10.heic
glass12,glass,4,data/fusiondata/img_jpg/glass12.jpg,data/fusiondata/audio/glass12.wav,data/fusiondata/img/glass12.heic
glass13,glass,4,data/fusiondata/img_jpg/glass13.jpg,data/fusiondata/audio/glass13.wav,data/fusiondata/img/glass13.heic
glass14,glass,4,data/fusiondata/img_jpg/glass14.jpg,data/fusiondata/audio/glass14.wav,data/fusiondata/img/glass14.heic
glass15,glass,4,data/fusiondata/img_jpg/glass15.jpg,data/fusiondata/audio/glass15.wav,data/fusiondata/img/glass15.heic
glass16,glass,4,data/fusiondata/img_jpg/glass16.jpg,data/fusiondata/audio/glass16.wav,data/fusiondata/img/glass16.heic
glass17,glass,4,data/fusiondata/img_jpg/glass17.jpg,data/fusiondata/audio/glass17.wav,data/fusiondata/img/glass17.heic
glass18,glass,4,data/fusiondata/img_jpg/glass18.jpg,data/fusiondata/audio/glass18.wav,data/fusiondata/img/glass18.heic
glass20,glass,4,data/fusiondata/img_jpg/glass20.jpg,data/fusiondata/audio/glass20.wav,data/fusiondata/img/glass20.heic
glass22,glass,4,data/fusiondata/img_jpg/glass22.jpg,data/fusiondata/audio/glass22.wav,data/fusiondata/img/glass22.heic
glass24,glass,4,data/fusiondata/img_jpg/glass24.jpg,data/fusiondata/audio/glass24.wav,data/fusiondata/img/glass24.heic
glass25,glass,4,data/fusiondata/img_jpg/glass25.jpg,data/fusiondata/audio/glass25.wav,data/fusiondata/img/glass25.heic
glass26,glass,4,data/fusiondata/img_jpg/glass26.jpg,data/fusiondata/audio/glass26.wav,data/fusiondata/img/glass26.heic
glass27,glass,4,data/fusiondata/img_jpg/glass27.jpg,data/fusiondata/audio/glass27.wav,data/fusiondata/img/glass27.heic
glass28,glass,4,data/fusiondata/img_jpg/glass28.jpg,data/fusiondata/audio/glass28.wav,data/fusiondata/img/glass28.heic
glass29,glass,4,data/fusiondata/img_jpg/glass29.jpg,data/fusiondata/audio/glass29.wav,data/fusiondata/img/glass29.heic
hardplastic01,hardplastic,5,data/fusiondata/img_jpg/hardplastic01.jpg,data/fusiondata/audio/hardplastic01.wav,data/fusiondata/img/hardplastic01.heic
hardplastic02,hardplastic,5,data/fusiondata/img_jpg/hardplastic02.jpg,data/fusiondata/audio/hardplastic02.wav,data/fusiondata/img/hardplastic02.heic
hardplastic03,hardplastic,5,data/fusiondata/img_jpg/hardplastic03.jpg,data/fusiondata/audio/hardplastic03.wav,data/fusiondata/img/hardplastic03.heic
hardplastic04,hardplastic,5,data/fusiondata/img_jpg/hardplastic04.jpg,data/fusiondata/audio/hardplastic04.wav,data/fusiondata/img/hardplastic04.heic
hardplastic06,hardplastic,5,data/fusiondata/img_jpg/hardplastic06.jpg,data/fusiondata/audio/hardplastic06.wav,data/fusiondata/img/hardplastic06.heic
hardplastic07,hardplastic,5,data/fusiondata/img_jpg/hardplastic07.jpg,data/fusiondata/audio/hardplastic07.wav,data/fusiondata/img/hardplastic07.heic
hardplastic08,hardplastic,5,data/fusiondata/img_jpg/hardplastic08.jpg,data/fusiondata/audio/hardplastic08.wav,data/fusiondata/img/hardplastic08.heic
hardplastic09,hardplastic,5,data/fusiondata/img_jpg/hardplastic09.jpg,data/fusiondata/audio/hardplastic09.wav,data/fusiondata/img/hardplastic09.heic
hardplastic10,hardplastic,5,data/fusiondata/img_jpg/hardplastic10.jpg,data/fusiondata/audio/hardplastic10.wav,data/fusiondata/img/hardplastic10.heic
hardplastic12,hardplastic,5,data/fusiondata/img_jpg/hardplastic12.jpg,data/fusiondata/audio/hardplastic12.wav,data/fusiondata/img/hardplastic12.heic
hardplastic13,hardplastic,5,data/fusiondata/img_jpg/hardplastic13.jpg,data/fusiondata/audio/hardplastic13.wav,data/fusiondata/img/hardplastic13.heic
hardplastic14,hardplastic,5,data/fusiondata/img_jpg/hardplastic14.jpg,data/fusiondata/audio/hardplastic14.wav,data/fusiondata/img/hardplastic14.heic
hardplastic16,hardplastic,5,data/fusiondata/img_jpg/hardplastic16.jpg,data/fusiondata/audio/hardplastic16.wav,data/fusiondata/img/hardplastic16.heic
hardplastic18,hardplastic,5,data/fusiondata/img_jpg/hardplastic18.jpg,data/fusiondata/audio/hardplastic18.wav,data/fusiondata/img/hardplastic18.heic
hardplastic19,hardplastic,5,data/fusiondata/img_jpg/hardplastic19.jpg,data/fusiondata/audio/hardplastic19.wav,data/fusiondata/img/hardplastic19.heic
hardplastic21,hardplastic,5,data/fusiondata/img_jpg/hardplastic21.jpg,data/fusiondata/audio/hardplastic21.wav,data/fusiondata/img/hardplastic21.heic
hardplastic22,hardplastic,5,data/fusiondata/img_jpg/hardplastic22.jpg,data/fusiondata/audio/hardplastic22.wav,data/fusiondata/img/hardplastic22.heic
hardplastic23,hardplastic,5,data/fusiondata/img_jpg/hardplastic23.jpg,data/fusiondata/audio/hardplastic23.wav,data/fusiondata/img/hardplastic23.heic
hardplastic24,hardplastic,5,data/fusiondata/img_jpg/hardplastic24.jpg,data/fusiondata/audio/hardplastic24.wav,data/fusiondata/img/hardplastic24.heic
hardplastic26,hardplastic,5,data/fusiondata/img_jpg/hardplastic26.jpg,data/fusiondata/audio/hardplastic26.wav,data/fusiondata/img/hardplastic26.heic
hardplastic27,hardplastic,5,data/fusiondata/img_jpg/hardplastic27.jpg,data/fusiondata/audio/hardplastic27.wav,data/fusiondata/img/hardplastic27.heic
hardplastic29,hardplastic,5,data/fusiondata/img_jpg/hardplastic29.jpg,data/fusiondata/audio/hardplastic29.wav,data/fusiondata/img/hardplastic29.heic
hardplastic30,hardplastic,5,data/fusiondata/img_jpg/hardplastic30.jpg,data/fusiondata/audio/hardplastic30.wav,data/fusiondata/img/hardplastic30.heic
hardplastic31,hardplastic,5,data/fusiondata/img_jpg/hardplastic31.jpg,data/fusiondata/audio/hardplastic31.wav,data/fusiondata/img/hardplastic31.heic
hardplastic32,hardplastic,5,data/fusiondata/img_jpg/hardplastic32.jpg,data/fusiondata/audio/hardplastic32.wav,data/fusiondata/img/hardplastic32.heic
hardplastic34,hardplastic,5,data/fusiondata/img_jpg/hardplastic34.jpg,data/fusiondata/audio/hardplastic34.wav,data/fusiondata/img/hardplastic34.heic
hardplastic35,hardplastic,5,data/fusiondata/img_jpg/hardplastic35.jpg,data/fusiondata/audio/hardplastic35.wav,data/fusiondata/img/hardplastic35.heic
hardplastic36,hardplastic,5,data/fusiondata/img_jpg/hardplastic36.jpg,data/fusiondata/audio/hardplastic36.wav,data/fusiondata/img/hardplastic36.heic
paper02,paper,6,data/fusiondata/img_jpg/paper02.jpg,data/fusiondata/audio/paper02.wav,data/fusiondata/img/paper02.heic
paper03,paper,6,data/fusiondata/img_jpg/paper03.jpg,data/fusiondata/audio/paper03.wav,data/fusiondata/img/paper03.heic
paper04,paper,6,data/fusiondata/img_jpg/paper04.jpg,data/fusiondata/audio/paper04.wav,data/fusiondata/img/paper04.heic
paper05,paper,6,data/fusiondata/img_jpg/paper05.jpg,data/fusiondata/audio/paper05.wav,data/fusiondata/img/paper05.heic
paper07,paper,6,data/fusiondata/img_jpg/paper07.jpg,data/fusiondata/audio/paper07.wav,data/fusiondata/img/paper07.heic
paper08,paper,6,data/fusiondata/img_jpg/paper08.jpg,data/fusiondata/audio/paper08.wav,data/fusiondata/img/paper08.heic
paper09,paper,6,data/fusiondata/img_jpg/paper09.jpg,data/fusiondata/audio/paper09.wav,data/fusiondata/img/paper09.heic
paper11,paper,6,data/fusiondata/img_jpg/paper11.jpg,data/fusiondata/audio/paper11.wav,data/fusiondata/img/paper11.heic
paper12,paper,6,data/fusiondata/img_jpg/paper12.jpg,data/fusiondata/audio/paper12.wav,data/fusiondata/img/paper12.heic
paper13,paper,6,data/fusiondata/img_jpg/paper13.jpg,data/fusiondata/audio/paper13.wav,data/fusiondata/img/paper13.heic
paper14,paper,6,data/fusiondata/img_jpg/paper14.jpg,data/fusiondata/audio/paper14.wav,data/fusiondata/img/paper14.heic
paper15,paper,6,data/fusiondata/img_jpg/paper15.jpg,data/fusiondata/audio/paper15.wav,data/fusiondata/img/paper15.heic
paper16,paper,6,data/fusiondata/img_jpg/paper16.jpg,data/fusiondata/audio/paper16.wav,data/fusiondata/img/paper16.heic
paper18,paper,6,data/fusiondata/img_jpg/paper18.jpg,data/fusiondata/audio/paper18.wav,data/fusiondata/img/paper18.heic
rubber01,rubber,7,data/fusiondata/img_jpg/rubber01.jpg,data/fusiondata/audio/rubber01.wav,data/fusiondata/img/rubber01.heic
rubber02,rubber,7,data/fusiondata/img_jpg/rubber02.jpg,data/fusiondata/audio/rubber02.wav,data/fusiondata/img/rubber02.heic
rubber04,rubber,7,data/fusiondata/img_jpg/rubber04.jpg,data/fusiondata/audio/rubber04.wav,data/fusiondata/img/rubber04.heic
rubber06,rubber,7,data/fusiondata/img_jpg/rubber06.jpg,data/fusiondata/audio/rubber06.wav,data/fusiondata/img/rubber06.heic
rubber07,rubber,7,data/fusiondata/img_jpg/rubber07.jpg,data/fusiondata/audio/rubber07.wav,data/fusiondata/img/rubber07.heic
rubber08,rubber,7,data/fusiondata/img_jpg/rubber08.jpg,data/fusiondata/audio/rubber08.wav,data/fusiondata/img/rubber08.heic
rubber09,rubber,7,data/fusiondata/img_jpg/rubber09.jpg,data/fusiondata/audio/rubber09.wav,data/fusiondata/img/rubber09.heic
rubber10,rubber,7,data/fusiondata/img_jpg/rubber10.jpg,data/fusiondata/audio/rubber10.wav,data/fusiondata/img/rubber10.heic
rubber11,rubber,7,data/fusiondata/img_jpg/rubber11.jpg,data/fusiondata/audio/rubber11.wav,data/fusiondata/img/rubber11.heic
rubber12,rubber,7,data/fusiondata/img_jpg/rubber12.jpg,data/fusiondata/audio/rubber12.wav,data/fusiondata/img/rubber12.heic
rubber13,rubber,7,data/fusiondata/img_jpg/rubber13.jpg,data/fusiondata/audio/rubber13.wav,data/fusiondata/img/rubber13.heic
rubber14,rubber,7,data/fusiondata/img_jpg/rubber14.jpg,data/fusiondata/audio/rubber14.wav,data/fusiondata/img/rubber14.heic
rubber15,rubber,7,data/fusiondata/img_jpg/rubber15.jpg,data/fusiondata/audio/rubber15.wav,data/fusiondata/img/rubber15.heic
rubber16,rubber,7,data/fusiondata/img_jpg/rubber16.jpg,data/fusiondata/audio/rubber16.wav,data/fusiondata/img/rubber16.heic
rubber17,rubber,7,data/fusiondata/img_jpg/rubber17.jpg,data/fusiondata/audio/rubber17.wav,data/fusiondata/img/rubber17.heic
rubber20,rubber,7,data/fusiondata/img_jpg/rubber20.jpg,data/fusiondata/audio/rubber20.wav,data/fusiondata/img/rubber20.heic
softplastic01,softplastic,8,data/fusiondata/img_jpg/softplastic01.jpg,data/fusiondata/audio/softplastic01.wav,data/fusiondata/img/softplastic01.heic
softplastic02,softplastic,8,data/fusiondata/img_jpg/softplastic02.jpg,data/fusiondata/audio/softplastic02.wav,data/fusiondata/img/softplastic02.heic
softplastic05,softplastic,8,data/fusiondata/img_jpg/softplastic05.jpg,data/fusiondata/audio/softplastic05.wav,data/fusiondata/img/softplastic05.heic
softplastic06,softplastic,8,data/fusiondata/img_jpg/softplastic06.jpg,data/fusiondata/audio/softplastic06.wav,data/fusiondata/img/softplastic06.heic
softplastic07,softplastic,8,data/fusiondata/img_jpg/softplastic07.jpg,data/fusiondata/audio/softplastic07.wav,data/fusiondata/img/softplastic07.heic
softplastic09,softplastic,8,data/fusiondata/img_jpg/softplastic09.jpg,data/fusiondata/audio/softplastic09.wav,data/fusiondata/img/softplastic09.heic
softplastic10,softplastic,8,data/fusiondata/img_jpg/softplastic10.jpg,data/fusiondata/audio/softplastic10.wav,data/fusiondata/img/softplastic10.heic
softplastic11,softplastic,8,data/fusiondata/img_jpg/softplastic11.jpg,data/fusiondata/audio/softplastic11.wav,data/fusiondata/img/softplastic11.heic
softplastic12,softplastic,8,data/fusiondata/img_jpg/softplastic12.jpg,data/fusiondata/audio/softplastic12.wav,data/fusiondata/img/softplastic12.heic
softplastic13,softplastic,8,data/fusiondata/img_jpg/softplastic13.jpg,data/fusiondata/audio/softplastic13.wav,data/fusiondata/img/softplastic13.heic
softplastic14,softplastic,8,data/fusiondata/img_jpg/softplastic14.jpg,data/fusiondata/audio/softplastic14.wav,data/fusiondata/img/softplastic14.heic
softplastic15,softplastic,8,data/fusiondata/img_jpg/softplastic15.jpg,data/fusiondata/audio/softplastic15.wav,data/fusiondata/img/softplastic15.heic
softplastic16,softplastic,8,data/fusiondata/img_jpg/softplastic16.jpg,data/fusiondata/audio/softplastic16.wav,data/fusiondata/img/softplastic16.heic
softplastic17,softplastic,8,data/fusiondata/img_jpg/softplastic17.jpg,data/fusiondata/audio/softplastic17.wav,data/fusiondata/img/softplastic17.heic
softplastic18,softplastic,8,data/fusiondata/img_jpg/softplastic18.jpg,data/fusiondata/audio/softplastic18.wav,data/fusiondata/img/softplastic18.heic
softplastic19,softplastic,8,data/fusiondata/img_jpg/softplastic19.jpg,data/fusiondata/audio/softplastic19.wav,data/fusiondata/img/softplastic19.heic
softplastic20,softplastic,8,data/fusiondata/img_jpg/softplastic20.jpg,data/fusiondata/audio/softplastic20.wav,data/fusiondata/img/softplastic20.heic
softplastic22,softplastic,8,data/fusiondata/img_jpg/softplastic22.jpg,data/fusiondata/audio/softplastic22.wav,data/fusiondata/img/softplastic22.heic
steel01,steel,9,data/fusiondata/img_jpg/steel01.jpg,data/fusiondata/audio/steel01.wav,data/fusiondata/img/steel01.heic
steel02,steel,9,data/fusiondata/img_jpg/steel02.jpg,data/fusiondata/audio/steel02.wav,data/fusiondata/img/steel02.heic
steel03,steel,9,data/fusiondata/img_jpg/steel03.jpg,data/fusiondata/audio/steel03.wav,data/fusiondata/img/steel03.heic
steel04,steel,9,data/fusiondata/img_jpg/steel04.jpg,data/fusiondata/audio/steel04.wav,data/fusiondata/img/steel04.heic
steel06,steel,9,data/fusiondata/img_jpg/steel06.jpg,data/fusiondata/audio/steel06.wav,data/fusiondata/img/steel06.heic
steel08,steel,9,data/fusiondata/img_jpg/steel08.jpg,data/fusiondata/audio/steel08.wav,data/fusiondata/img/steel08.heic
steel09,steel,9,data/fusiondata/img_jpg/steel09.jpg,data/fusiondata/audio/steel09.wav,data/fusiondata/img/steel09.heic
steel10,steel,9,data/fusiondata/img_jpg/steel10.jpg,data/fusiondata/audio/steel10.wav,data/fusiondata/img/steel10.heic
steel11,steel,9,data/fusiondata/img_jpg/steel11.jpg,data/fusiondata/audio/steel11.wav,data/fusiondata/img/steel11.heic
steel12,steel,9,data/fusiondata/img_jpg/steel12.jpg,data/fusiondata/audio/steel12.wav,data/fusiondata/img/steel12.heic
