sample_id,label,label_id,image_path,audio_path,image_raw_path,split
carton03,carton,1,data/fusiondata/img_jpg/carton03.jpg,data/fusiondata/audio/carton03.wav,data/fusiondata/img/carton03.heic,train
carton04,carton,1,data/fusiondata/img_jpg/carton04.jpg,data/fusiondata/audio/carton04.wav,data/fusiondata/img/carton04.heic,train
carton05,carton,1,data/fusiondata/img_jpg/carton05.jpg,data/fusiondata/audio/carton05.wav,data/fusiondata/img/carton05.heic,train
carton06,carton,1,data/fusiondata/img_jpg/carton06.jpg,data/fusiondata/audio/carton06.wav,data/fusiondata/img/carton06.heic,val
carton07,carton,1,data/fusiondata/img_jpg/carton07.jpg,data/fusiondata/audio/carton07.wav,data/fusiondata/img/carton07.heic,train
carton08,carton,1,data/fusiondata/img_jpg/carton08.jpg,data/fusiondata/audio/carton08.wav,data/fusiondata/img/carton08.heic,train
carton09,carton,1,data/fusiondata/img_jpg/carton09.jpg,data/fusiondata/audio/carton09.wav,data/fusiondata/img/carton09.heic,test
carton10,carton,1,data/fusiondata/img_jpg/carton10.jpg,data/fusiondata/audio/carton10.wav,data/fusiondata/img/carton10.heic,train
carton11,carton,1,data/fusiondata/img_jpg/carton11.jpg,data/fusiondata/audio/carton11.wav,data/fusiondata/img/carton11.heic,train
carton12,carton,1,data/fusiondata/img_jpg/carton12.jpg,data/fusiondata/audio/carton12.wav,data/fusiondata/img/carton12.heic,train
carton13,carton,1,data/fusiondata/img_jpg/carton13.jpg,data/fusiondata/audio/carton13.wav,data/fusiondata/img/carton13.heic,train
carton14,carton,1,data/fusiondata/img_jpg/carton14.jpg,data/fusiondata/audio/carton14.wav,data/fusiondata/img/carton14.heic,train
carton15,carton,1,data/fusiondata/img_jpg/carton15.jpg,data/fusiondata/audio/carton15.wav,data/fusiondata/img/carton15.heic,train
carton16,carton,1,data/fusiondata/img_jpg/carton16.jpg,data/fusiondata/audio/carton16.wav,data/fusiondata/img/carton16.heic,train
carton17,carton,1,data/fusiondata/img_jpg/carton17.jpg,data/fusiondata/audio/carton17.wav,data/fusiondata/img/carton17.heic,train
carton18,carton,1,data/fusiondata/img_jpg/carton18.jpg,data/fusiondata/audio/carton18.wav,data/fusiondata/img/carton18.heic,train
carton19,carton,1,data/fusiondata/img_jpg/carton19.jpg,data/fusiondata/audio/carton19.wav,data/fusiondata/img/carton19.heic,test
carton20,carton,1,data/fusiondata/img_jpg/carton20.jpg,data/fusiondata/audio/carton20.wav,data/fusiondata/img/carton20.heic,train
carton21,carton,1,data/fusiondata/img_jpg/carton21.jpg,data/fusiondata/audio/carton21.wav,data/fusiondata/img/carton21.heic,train
carton22,carton,1,data/fusiondata/img_jpg/carton22.jpg,data/fusiondata/audio/carton22.wav,data/fusiondata/img/carton22.heic,train
carton23,carton,1,data/fusiondata/img_jpg/carton23.jpg,data/fusiondata/audio/carton23.wav,data/fusiondata/img/carton23.heic,train
ceramic01,ceramic,2,data/fusiondata/img_jpg/ceramic01.jpg,data/fusiondata/audio/ceramic01.wav,data/fusiondata/img/ceramic01.heic,train
ceramic02,ceramic,2,data/fusiondata/img_jpg/ceramic02.jpg,data/fusiondata/audio/ceramic02.wav,data/fusiondata/img/ceramic02.heic,train
ceramic03,ceramic,2,data/fusiondata/img_jpg/ceramic03.jpg,data/fusiondata/audio/ceramic03.wav,data/fusiondata/img/ceramic03.heic,val
ceramic04,ceramic,2,data/fusiondata/img_jpg/ceramic04.jpg,data/fusiondata/audio/ceramic04.wav,data/fusiondata/img/ceramic04.heic,test
ceramic05,ceramic,2,data/fusiondata/img_jpg/ceramic05.jpg,data/fusiondata/audio/ceramic05.wav,data/fusiondata/img/ceramic05.heic,train
ceramic06,ceramic,2,data/fusiondata/img_jpg/ceramic06.jpg,data/fusiondata/audio/ceramic06.wav,data/fusiondata/img/ceramic06.heic,train
ceramic07,ceramic,2,data/fusiondata/img_jpg/ceramic07.jpg,data/fusiondata/audio/ceramic07.wav,data/fusiondata/img/ceramic07.heic,train
ceramic08,ceramic,2,data/fusiondata/img_jpg/ceramic08.jpg,data/fusiondata/audio/ceramic08.wav,data/fusiondata/img/ceramic08.heic,train
ceramic09,ceramic,2,data/fusiondata/img_jpg/ceramic09.jpg,data/fusiondata/audio/ceramic09.wav,data/fusiondata/img/ceramic09.heic,train
ceramic10,ceramic,2,data/fusiondata/img_jpg/ceramic10.jpg,data/fusiondata/audio/ceramic10.wav,data/fusiondata/img/ceramic10.heic,train
ceramic11,ceramic,2,data/fusiondata/img_jpg/ceramic11.jpg,data/fusiondata/audio/ceramic11.wav,data/fusiondata/img/ceramic11.heic,train
ceramic12,ceramic,2,data/fusiondata/img_jpg/ceramic12.jpg,data/fusiondata/audio/ceramic12.wav,data/fusiondata/img/ceramic12.heic,train
ceramic13,ceramic,2,data/fusiondata/img_jpg/ceramic13.jpg,data/fusiondata/audio/ceramic13.wav,data/fusiondata/img/ceramic13.heic,val
ceramic14,ceramic,2,data/fusiondata/img_jpg/ceramic14.jpg,data/fusiondata/audio/ceramic14.wav,data/fusiondata/img/ceramic14.heic,train
ceramic15,ceramic,2,data/fusiondata/img_jpg/ceramic15.jpg,data/fusiondata/audio/ceramic15.wav,data/fusiondata/img/ceramic15.heic,train
ceramic16,ceramic,2,data/fusiondata/img_jpg/ceramic16.jpg,data/fusiondata/audio/ceramic16.wav,data/fusiondata/img/ceramic16.heic,train
ceramic17,ceramic,2,data/fusiondata/img_jpg/ceramic17.jpg,data/fusiondata/audio/ceramic17.wav,data/fusiondata/img/ceramic17.heic,train
ceramic18,ceramic,2,data/fusiondata/img_jpg/ceramic18.jpg,data/fusiondata/audio/ceramic18.wav,data/fusiondata/img/ceramic18.heic,test
ceramic19,ceramic,2,data/fusiondata/img_jpg/ceramic19.jpg,data/fusiondata/audio/ceramic19.wav,data/fusiondata/img/ceramic19.heic,train
ceramic20,ceramic,2,data/fusiondata/img_jpg/ceramic20.jpg,data/fusiondata/audio/ceramic20.wav,data/fusiondata/img/ceramic20.heic,train
ceramic21,ceramic,2,data/fusiondata/img_jpg/ceramic21.jpg,data/fusiondata/audio/ceramic21.wav,data/fusiondata/img/ceramic21.heic,train
ceramic22,ceramic,2,data/fusiondata/img_jpg/ceramic22.jpg,data/fusiondata/audio/ceramic22.wav,data/fusiondata/img/ceramic22.heic,train
foam01,foam,3,data/fusiondata/img_jpg/foam01.jpg,data/fusiondata/audio/foam01.wav,data/fusiondata/img/foam01.heic,train
foam02,foam,3,data/fusiondata/img_jpg/foam02.jpg,data/fusiondata/audio/foam02.wav,data/fusiondata/img/foam02.heic,train
foam03,foam,3,data/fusiondata/img_jpg/foam03.jpg,data/fusiondata/audio/foam03.wav,data/fusiondata/img/foam03.heic,train
foam04,foam,3,data/fusiondata/img_jpg/foam04.jpg,data/fusiondata/audio/foam04.wav,data/fusiondata/img/foam04.heic,train
foam05,foam,3,data/fusiondata/img_jpg/foam05.jpg,data/fusiondata/audio/foam05.wav,data/fusiondata/img/foam05.heic,train
foam06,foam,3,data/fusiondata/img_jpg/foam06.jpg,data/fusiondata/audio/foam06.wav,data/fusiondata/img/foam06.heic,train
foam07,foam,3,data/fusiondata/img_jpg/foam07.jpg,data/fusiondata/audio/foam07.wav,data/fusiondata/img/foam07.heic,val
foam08,foam,3,data/fusiondata/img_jpg/foam08.jpg,data/fusiondata/audio/foam08.wav,data/fusiondata/img/foam08.heic,train
foam09,foam,3,data/fusiondata/img_jpg/foam09.jpg,data/fusiondata/audio/foam09.wav,data/fusiondata/img/foam09.heic,val
foam10,foam,3,data/fusiondata/img_jpg/foam10.jpg,data/fusiondata/audio/foam10.wav,data/fusiondata/img/foam10.heic,train
foam11,foam,3,data/fusiondata/img_jpg/foam11.jpg,data/fusiondata/audio/foam11.wav,data/fusiondata/img/foam11.heic,test
foam12,foam,3,data/fusiondata/img_jpg/foam12.jpg,data/fusiondata/audio/foam12.wav,data/fusiondata/img/foam12.heic,train
foam13,foam,3,data/fusiondata/img_jpg/foam13.jpg,data/fusiondata/audio/foam13.wav,data/fusiondata/img/foam13.heic,train
foam14,foam,3,data/fusiondata/img_jpg/foam14.jpg,data/fusiondata/audio/foam14.wav,data/fusiondata/img/foam14.heic,train
foam15,foam,3,data/fusiondata/img_jpg/foam15.jpg,data/fusiondata/audio/foam15.wav,data/fusiondata/img/foam15.heic,train
foam16,foam,3,data/fusiondata/img_jpg/foam16.jpg,data/fusiondata/audio/foam16.wav,data/fusiondata/img/foam16.heic,train
foam17,foam,3,data/fusiondata/img_jpg/foam17.jpg,data/fusiondata/audio/foam17.wav,data/fusiondata/img/foam17.heic,train
foam18,foam,3,data/fusiondata/img_jpg/foam18.jpg,data/fusiondata/audio/foam18.wav,data/fusiondata/img/foam18.heic,train
foam19,foam,3,data/fusiondata/img_jpg/foam19.jpg,data/fusiondata/audio/foam19.wav,data/fusiondata/img/foam19.heic,train
foam20,foam,3,data/fusiondata/img_jpg/foam20.jpg,data/fusiondata/audio/foam20.wav,data/fusiondata/img/foam20.heic,train
foam21,foam,3,data/fusiondata/img_jpg/foam21.jpg,data/fusiondata/audio/foam21.wav,data/fusiondata/img/foam21.heic,train
foam22,foam,3,data/fusiondata/img_jpg/foam22.jpg,data/fusiondata/audio/foam22.wav,data/fusiondata/img/foam22.heic,val
foam23,foam,3,data/fusiondata/img_jpg/foam23.jpg,data/fusiondata/audio/foam23.wav,data/fusiondata/img/foam23.heic,test
foam24,foam,3,data/fusiondata/img_jpg/foam24.jpg,data/fusiondata/audio/foam24.wav,data/fusiondata/img/foam24.heic,test
foam25,foam,3,data/fusiondata/img_jpg/foam25.jpg,data/fusiondata/audio/foam25.wav,data/fusiondata/img/foam25.heic,train
foam26,foam,3,data/fusiondata/img_jpg/foam26.jpg,data/fusiondata/audio/foam26.wav,data/fusiondata/img/foam26.heic,train
foam27,foam,3,data/fusiondata/img_jpg/foam27.jpg,data/fusiondata/audio/foam27.wav,data/fusiondata/img/foam27.heic,train
foam28,foam,3,data/fusiondata/img_jpg/foam28.jpg,data/fusiondata/audio/foam28.wav,data/fusiondata/img/foam28.heic,train
foam29,foam,3,data/fusiondata/img_jpg/foam29.jpg,data/fusiondata/audio/foam29.wav,data/fusiondata/img/foam29.heic,train
foam30,foam,3,data/fusiondata/img_jpg/foam30.jpg,data/fusiondata/audio/foam30.wav,data/fusiondata/img/foam30.heic,train
foam31,foam,3,data/fusiondata/img_jpg/foam31.jpg,data/fusiondata/audio/foam31.wav,data/fusiondata/img/foam31.heic,train
foam32,foam,3,data/fusiondata/img_jpg/foam32.jpg,data/fusiondata/audio/foam32.wav,data/fusiondata/img/foam32.heic,val
foam33,foam,3,data/fusiondata/img_jpg/foam33.jpg,data/fusiondata/audio/foam33.wav,data/fusiondata/img/foam33.heic,train
foam34,foam,3,data/fusiondata/img_jpg/foam34.jpg,data/fusiondata/audio/foam34.wav,data/fusiondata/img/foam34.heic,train
foam35,foam,3,data/fusiondata/img_jpg/foam35.jpg,data/fusiondata/audio/foam35.wav,data/fusiondata/img/foam35.heic,test
glass01,glass,4,data/fusiondata/img_jpg/glass01.jpg,data/fusiondata/audio/glass01.wav,data/fusiondata/img/glass01.heic,train
glass02,glass,4,data/fusiondata/img_jpg/glass02.jpg,data/fusiondata/audio/glass02.wav,data/fusiondata/img/glass02.heic,train
glass03,glass,4,data/fusiondata/img_jpg/glass03.jpg,data/fusiondata/audio/glass03.wav,data/fusiondata/img/glass03.heic,train
glass04,glass,4,data/fusiondata/img_jpg/glass04.jpg,data/fusiondata/audio/glass04.wav,data/fusiondata/img/glass04.heic,train
glass05,glass,4,data/fusiondata/img_jpg/glass05.jpg,data/fusiondata/audio/glass05.wav,data/fusiondata/img/glass05.heic,train
glass06,glass,4,data/fusiondata/img_jpg/glass06.jpg,data/fusiondata/audio/glass06.wav,data/fusiondata/img/glass06.heic,train
glass07,glass,4,data/fusiondata/img_jpg/glass07.jpg,data/fusiondata/audio/glass07.wav,data/fusiondata/img/glass07.heic,test
glass08,glass,4,data/fusiondata/img_jpg/glass08.jpg,data/fusiondata/audio/glass08.wav,data/fusiondata/img/glass08.heic,train
glass09,glass,4,data/fusiondata/img_jpg/glass09.jpg,data/fusiondata/audio/glass09.wav,data/fusiondata/img/glass09.heic,train
glass10,glass,4,data/fusiondata/img_jpg/glass10.jpg,data/fusiondata/audio/glass10.wav,data/fusiondata/img/glass10.heic,train
glass11,glass,4,data/fusiondata/img_jpg/glass11.jpg,data/fusiondata/audio/glass11.wav,data/fusiondata/img/glass11.heic,val
glass12,glass,4,data/fusiondata/img_jpg/glass12.jpg,data/fusiondata/audio/glass12.wav,data/fusiondata/img/glass12.heic,train
glass13,glass,4,data/fusiondata/img_jpg/glass13.jpg,data/fusiondata/audio/glass13.wav,data/fusiondata/img/glass13.heic,train
glass14,glass,4,data/fusiondata/img_jpg/glass14.jpg,data/fusiondata/audio/glass14.wav,data/fusiondata/img/glass14.heic,train
glass15,glass,4,data/fusiondata/img_jpg/glass15.jpg,data/fusiondata/audio/glass15.wav,data/fusiondata/img/glass15.heic,train
glass16,glass,4,data/fusiondata/img_jpg/glass16.jpg,data/fusiondata/audio/glass16.wav,data/fusiondata/img/glass16.heic,train
glass17,glass,4,data/fusiondata/img_jpg/glass17.jpg,data/fusiondata/audio/glass17.wav,data/fusiondata/img/glass17.heic,train
glass18,glass,4,data/fusiondata/img_jpg/glass18.jpg,data/fusiondata/audio/glass18.wav,data/fusiondata/img/glass18.heic,train
glass19,glass,4,data/fusiondata/img_jpg/glass19.jpg,data/fusiondata/audio/glass19.wav,data/fusiondata/img/glass19.heic,test
glass20,glass,4,data/fusiondata/img_jpg/glass20.jpg,data/fusiondata/audio/glass20.wav,data/fusiondata/img/glass20.heic,train
glass21,glass,4,data/fusiondata/img_jpg/glass21.jpg,data/fusiondata/audio/glass21.wav,data/fusiondata/img/glass21.heic,val
glass22,glass,4,data/fusiondata/img_jpg/glass22.jpg,data/fusiondata/audio/glass22.wav,data/fusiondata/img/glass22.heic,train
glass23,glass,4,data/fusiondata/img_jpg/glass23.jpg,data/fusiondata/audio/glass23.wav,data/fusiondata/img/glass23.heic,test
glass24,glass,4,data/fusiondata/img_jpg/glass24.jpg,data/fusiondata/audio/glass24.wav,data/fusiondata/img/glass24.heic,train
glass25,glass,4,data/fusiondata/img_jpg/glass25.jpg,data/fusiondata/audio/glass25.wav,data/fusiondata/img/glass25.heic,train
glass26,glass,4,data/fusiondata/img_jpg/glass26.jpg,data/fusiondata/audio/glass26.wav,data/fusiondata/img/glass26.heic,train
glass27,glass,4,data/fusiondata/img_jpg/glass27.jpg,data/fusiondata/audio/glass27.wav,data/fusiondata/img/glass27.heic,train
glass28,glass,4,data/fusiondata/img_jpg/glass28.jpg,data/fusiondata/audio/glass28.wav,data/fusiondata/img/glass28.heic,train
glass29,glass,4,data/fusiondata/img_jpg/glass29.jpg,data/fusiondata/audio/glass29.wav,data/fusiondata/img/glass29.heic,train
glass30,glass,4,data/fusiondata/img_jpg/glass30.jpg,data/fusiondata/audio/glass30.wav,data/fusiondata/img/glass30.heic,val
hardplastic01,hardplastic,5,data/fusiondata/img_jpg/hardplastic01.jpg,data/fusiondata/audio/hardplastic01.wav,data/fusiondata/img/hardplastic01.heic,train
hardplastic02,hardplastic,5,data/fusiondata/img_jpg/hardplastic02.jpg,data/fusiondata/audio/hardplastic02.wav,data/fusiondata/img/hardplastic02.heic,train
hardplastic03,hardplastic,5,data/fusiondata/img_jpg/hardplastic03.jpg,data/fusiondata/audio/hardplastic03.wav,data/fusiondata/img/hardplastic03.heic,train
hardplastic04,hardplastic,5,data/fusiondata/img_jpg/hardplastic04.jpg,data/fusiondata/audio/hardplastic04.wav,data/fusiondata/img/hardplastic04.heic,train
hardplastic05,hardplastic,5,data/fusiondata/img_jpg/hardplastic05.jpg,data/fusiondata/audio/hardplastic05.wav,data/fusiondata/img/hardplastic05.heic,test
hardplastic06,hardplastic,5,data/fusiondata/img_jpg/hardplastic06.jpg,data/fusiondata/audio/hardplastic06.wav,data/fusiondata/img/hardplastic06.heic,train
hardplastic07,hardplastic,5,data/fusiondata/img_jpg/hardplastic07.jpg,data/fusiondata/audio/hardplastic07.wav,data/fusiondata/img/hardplastic07.heic,train
hardplastic08,hardplastic,5,data/fusiondata/img_jpg/hardplastic08.jpg,data/fusiondata/audio/hardplastic08.wav,data/fusiondata/img/hardplastic08.heic,train
hardplastic09,hardplastic,5,data/fusiondata/img_jpg/hardplastic09.jpg,data/fusiondata/audio/hardplastic09.wav,data/fusiondata/img/hardplastic09.heic,train
hardplastic10,hardplastic,5,data/fusiondata/img_jpg/hardplastic10.jpg,data/fusiondata/audio/hardplastic10.wav,data/fusiondata/img/hardplastic10.heic,train
hardplastic11,hardplastic,5,data/fusiondata/img_jpg/hardplastic11.jpg,data/fusiondata/audio/hardplastic11.wav,data/fusiondata/img/hardplastic11.heic,test
hardplastic12,hardplastic,5,data/fusiondata/img_jpg/hardplastic12.jpg,data/fusiondata/audio/hardplastic12.wav,data/fusiondata/img/hardplastic12.heic,train
hardplastic13,hardplastic,5,data/fusiondata/img_jpg/hardplastic13.jpg,data/fusiondata/audio/hardplastic13.wav,data/fusiondata/img/hardplastic13.heic,train
hardplastic14,hardplastic,5,data/fusiondata/img_jpg/hardplastic14.jpg,data/fusiondata/audio/hardplastic14.wav,data/fusiondata/img/hardplastic14.heic,train
hardplastic15,hardplastic,5,data/fusiondata/img_jpg/hardplastic15.jpg,data/fusiondata/audio/hardplastic15.wav,data/fusiondata/img/hardplastic15.heic,val
hardplastic16,hardplastic,5,data/fusiondata/img_jpg/hardplastic16.jpg,data/fusiondata/audio/hardplastic16.wav,data/fusiondata/img/hardplastic16.heic,train
hardplastic17,hardplastic,5,data/fusiondata/img_jpg/hardplastic17.jpg,data/fusiondata/audio/hardplastic17.wav,data/fusiondata/img/hardplastic17.heic,val
hardplastic18,hardplastic,5,data/fusiondata/img_jpg/hardplastic18.jpg,data/fusiondata/audio/hardplastic18.wav,data/fusiondata/img/hardplastic18.heic,train
hardplastic19,hardplastic,5,data/fusiondata/img_jpg/hardplastic19.jpg,data/fusiondata/audio/hardplastic19.wav,data/fusiondata/img/hardplastic19.heic,train
hardplastic20,hardplastic,5,data/fusiondata/img_jpg/hardplastic20.jpg,data/fusiondata/audio/hardplastic20.wav,data/fusiondata/img/hardplastic20.heic,val
hardplastic21,hardplastic,5,data/fusiondata/img_jpg/hardplastic21.jpg,data/fusiondata/audio/hardplastic21.wav,data/fusiondata/img/hardplastic21.heic,train
hardplastic22,hardplastic,5,data/fusiondata/img_jpg/hardplastic22.jpg,data/fusiondata/audio/hardplastic22.wav,data/fusiondata/img/hardplastic22.heic,train
hardplastic23,hardplastic,5,data/fusiondata/img_jpg/hardplastic23.jpg,data/fusiondata/audio/hardplastic23.wav,data/fusiondata/img/hardplastic23.heic,train
hardplastic24,hardplastic,5,data/fusiondata/img_jpg/hardplastic24.jpg,data/fusiondata/audio/hardplastic24.wav,data/fusiondata/img/hardplastic24.heic,train
hardplastic25,hardplastic,5,data/fusiondata/img_jpg/hardplastic25.jpg,data/fusiondata/audio/hardplastic25.wav,data/fusiondata/img/hardplastic25.heic,test
hardplastic26,hardplastic,5,data/fusiondata/img_jpg/hardplastic26.jpg,data/fusiondata/audio/hardplastic26.wav,data/fusiondata/img/hardplastic26.heic,train
hardplastic27,hardplastic,5,data/fusiondata/img_jpg/hardplastic27.jpg,data/fusiondata/audio/hardplastic27.wav,data/fusiondata/img/hardplastic27.heic,train
hardplastic28,hardplastic,5,data/fusiondata/img_jpg/hardplastic28.jpg,data/fusiondata/audio/hardplastic28.wav,data/fusiondata/img/hardplastic28.heic,test
hardplastic29,hardplastic,5,data/fusiondata/img_jpg/hardplastic29.jpg,data/fusiondata/audio/hardplastic29.wav,data/fusiondata/img/hardplastic29.heic,train
hardplastic30,hardplastic,5,data/fusiondata/img_jpg/hardplastic30.jpg,data/fusiondata/audio/hardplastic30.wav,data/fusiondata/img/hardplastic30.heic,train
hardplastic31,hardplastic,5,data/fusiondata/img_jpg/hardplastic31.jpg,data/fusiondata/audio/hardplastic31.wav,data/fusiondata/img/hardplastic31.heic,train
hardplastic32,hardplastic,5,data/fusiondata/img_jpg/hardplastic32.jpg,data/fusiondata/audio/hardplastic32.wav,data/fusiondata/img/hardplastic32.heic,train
hardplastic33,hardplastic,5,data/fusiondata/img_jpg/hardplastic33.jpg,data/fusiondata/audio/hardplastic33.wav,data/fusiondata/img/hardplastic33.heic,val
hardplastic34,hardplastic,5,data/fusiondata/img_jpg/hardplastic34.jpg,data/fusiondata/audio/hardplastic34.wav,data/fusiondata/img/hardplastic34.heic,train
hardplastic35,hardplastic,5,data/fusiondata/img_jpg/hardplastic35.jpg,data/fusiondata/audio/hardplastic35.wav,data/fusiondata/img/hardplastic35.heic,train
hardplastic36,hardplastic,5,data/fusiondata/img_jpg/hardplastic36.jpg,data/fusiondata/audio/hardplastic36.wav,data/fusiondata/img/hardplastic36.heic,train
paper01,paper,6,data/fusiondata/img_jpg/paper01.jpg,data/fusiondata/audio/paper01.wav,data/fusiondata/img/paper01.heic,val
paper02,paper,6,data/fusiondata/img_jpg/paper02.jpg,data/fusiondata/audio/paper02.wav,data/fusiondata/img/paper02.heic,train
paper03,paper,6,data/fusiondata/img_jpg/paper03.jpg,data/fusiondata/audio/paper03.wav,data/fusiondata/img/paper03.heic,train
paper04,paper,6,data/fusiondata/img_jpg/paper04.jpg,data/fusiondata/audio/paper04.wav,data/fusiondata/img/paper04.heic,train
paper05,paper,6,data/fusiondata/img_jpg/paper05.jpg,data/fusiondata/audio/paper05.wav,data/fusiondata/img/paper05.heic,train
paper06,paper,6,data/fusiondata/img_jpg/paper06.jpg,data/fusiondata/audio/paper06.wav,data/fusiondata/img/paper06.heic,test
paper07,paper,6,data/fusiondata/img_jpg/paper07.jpg,data/fusiondata/audio/paper07.wav,data/fusiondata/img/paper07.heic,train
paper08,paper,6,data/fusiondata/img_jpg/paper08.jpg,data/fusiondata/audio/paper08.wav,data/fusiondata/img/paper08.heic,train
paper09,paper,6,data/fusiondata/img_jpg/paper09.jpg,data/fusiondata/audio/paper09.wav,data/fusiondata/img/paper09.heic,train
paper10,paper,6,data/fusiondata/img_jpg/paper10.jpg,data/fusiondata/audio/paper10.wav,data/fusiondata/img/paper10.heic,val
paper11,paper,6,data/fusiondata/img_jpg/paper11.jpg,data/fusiondata/audio/paper11.wav,data/fusiondata/img/paper11.heic,train
paper12,paper,6,data/fusiondata/img_jpg/paper12.jpg,data/fusiondata/audio/paper12.wav,data/fusiondata/img/paper12.heic,train
paper13,paper,6,data/fusiondata/img_jpg/paper13.jpg,data/fusiondata/audio/paper13.wav,data/fusiondata/img/paper13.heic,train
paper14,paper,6,data/fusiondata/img_jpg/paper14.jpg,data/fusiondata/audio/paper14.wav,data/fusiondata/img/paper14.heic,train
paper15,paper,6,data/fusiondata/img_jpg/paper15.jpg,data/fusiondata/audio/paper15.wav,data/fusiondata/img/paper15.heic,train
paper16,paper,6,data/fusiondata/img_jpg/paper16.jpg,data/fusiondata/audio/paper16.wav,data/fusiondata/img/paper16.heic,train
paper17,paper,6,data/fusiondata/img_jpg/paper17.jpg,data/fusiondata/audio/paper17.wav,data/fusiondata/img/paper17.heic,test
paper18,paper,6,data/fusiondata/img_jpg/paper18.jpg,data/fusiondata/audio/paper18.wav,data/fusiondata/img/paper18.heic,train
rubber01,rubber,7,data/fusiondata/img_jpg/rubber01.jpg,data/fusiondata/audio/rubber01.wav,data/fusiondata/img/rubber01.heic,train
